id,name,brand,category,price,description,stock,rating
SP1495,SmartPhone X v62522,TechCo,smartphone,1195.11,Smartphone with long-lasting battery.,161,4.3
SPK1496,Audio Pro v37943,AudioMax,speaker,98.24,Speaker delivering compact design.,23,4.2
LP1497,Ultra Thin v74939,UltraComp,laptop,1825.36,14 inch laptop featuring lightweight design.,9,3.9
SP1498,SmartPhone Y v14410,Futura,smartphone,693.94,Smartphone with vivid display.,148,4.0
LP1499,Business Mate v5130,EconCo,laptop,1102.7,13.3 inch laptop featuring high performance graphics.,48,4.5
SPK1500,SoundWave v9438,BeatBox,speaker,381.82,Speaker delivering wireless connectivity.,62,3.5
SP1501,SmartPhone Y v39375,TechCo,smartphone,404.74,Smartphone with long-lasting battery.,46,4.0
LP1502,Econo Note v6423,UltraComp,laptop,1457.41,15.6 inch laptop featuring long battery life.,137,4.0
LP1503,Pro Book v84559,NextGen,laptop,610.97,14 inch laptop featuring lightweight design.,89,4.8
TV1504,Cinema TV v93232,Spectra,smart_tv,339.26,50 inch smart TV with smart connectivity.,78,4.0
SP1505,SmartPhone X v3481,NextCom,smartphone,234.53,Smartphone with advanced camera system.,181,3.7
LP1506,Ultra Thin v1573,UltraComp,laptop,1192.3,15.6 inch laptop featuring high performance graphics.,85,4.2
TV1507,Vivid TV v94536,Spectra,smart_tv,983.0,55 inch smart TV with sleek design.,170,4.6
LP1508,Business Mate v16990,NextGen,laptop,1839.1,17 inch laptop featuring high performance graphics.,85,4.0
SPK1509,Audio Pro v32854,AudioMax,speaker,499.08,Speaker delivering deep bass.,78,4.0
LP1510,Pro Book v31596,TechCo,laptop,445.0,17 inch laptop featuring long battery life.,12,4.5
TV1511,Ultra TV v12440,ViewTech,smart_tv,1166.1,75 inch smart TV with smart connectivity.,24,3.8
SP1512,Mobile Z v25173,RivalTech,smartphone,1196.78,Smartphone with 5G connectivity.,85,3.7
SP1513,Mobile Z v26318,RivalTech,smartphone,599.39,Smartphone with advanced camera system.,144,4.0
TV1514,Ultra TV v90942,ViewTech,smart_tv,2743.36,75 inch smart TV with HDR support.,117,0.0
SPK1515,SoundWave v20585,AudioMax,speaker,134.72,Speaker delivering wireless connectivity.,3,4.5
SP1516,Fusion Phone v27553,RivalTech,smartphone,245.4,Smartphone with vivid display.,161,3.8
SPK1517,SoundWave v39613,BeatBox,speaker,461.78,Speaker delivering deep bass.,14,4.2
SP1518,Fusion Phone v92713,Futura,smartphone,346.63,Smartphone with advanced camera system.,155,4.4
TV1519,Infinity TV v30080,UltraVision,smart_tv,1009.95,50 inch smart TV with smart connectivity.,180,3.0
LP1520,Econo Note v16360,NextGen,laptop,352.41,17 inch laptop featuring high performance graphics.,79,4.0
TV1521,Ultra TV v2238,CinemaCo,smart_tv,2319.71,55 inch smart TV with HDR support.,175,4.0
SPK1522,BoomBox v42669,AudioMax,speaker,127.86,Speaker delivering wireless connectivity.,39,0.0
LP1523,Performance Pro v68948,EconCo,laptop,1138.75,13.3 inch laptop featuring long battery life.,66,5.0
TV1524,Infinity TV v48140,CinemaCo,smart_tv,1679.83,75 inch smart TV with 4K resolution.,184,4.0
LP1525,Pro Book v9689,TechCo,laptop,1958.94,14 inch laptop featuring lightweight design.,41,4.5
LP1526,Business Mate v46944,NextGen,laptop,467.36,13.3 inch laptop featuring high performance graphics.,82,3.2
LP1527,Pro Book v25093,TechCo,laptop,1361.49,17 inch laptop featuring lightweight design.,21,4.0
SPK1528,SoundWave v55075,AudioMax,speaker,498.5,Speaker delivering compact design.,89,0.0
TV1529,SmartView TV v46116,UltraVision,smart_tv,2054.78,75 inch smart TV with 4K resolution.,112,4.2
SP1530,SmartPhone X v36189,TechCo,smartphone,522.23,Smartphone with 5G connectivity.,110,3.7
LP1531,Econo Note v67625,NextGen,laptop,788.65,13.3 inch laptop featuring high performance graphics.,146,0.0
SPK1532,SoundWave v10756,AudioMax,speaker,402.79,Speaker delivering crystal clear sound.,41,3.8
TV1533,Ultra TV v8004,UltraVision,smart_tv,682.74,40 inch smart TV with 4K resolution.,71,3.5
SP1534,Mobile Z v1997,NextCom,smartphone,683.66,Smartphone with long-lasting battery.,32,4.0
LP1535,Pro Book v70293,NextGen,laptop,1836.7,17 inch laptop featuring long battery life.,99,4.0
SP1536,Maxi Phone v87938,NextCom,smartphone,986.24,Smartphone with vivid display.,63,4.3
LP1537,Performance Pro v62673,UltraComp,laptop,1787.85,17 inch laptop featuring high performance graphics.,76,4.2
TV1538,Ultra TV v59413,CinemaCo,smart_tv,1529.63,40 inch smart TV with 4K resolution.,23,4.2
TV1539,Vivid TV v99847,ViewTech,smart_tv,1075.35,65 inch smart TV with 4K resolution.,147,4.5
LP1540,Econo Note v7212,NextGen,laptop,1462.64,14 inch laptop featuring lightweight design.,77,3.0
SPK1541,SoundWave v35241,BeatBox,speaker,176.71,Speaker delivering deep bass.,14,4.0
SP1542,Maxi Phone v74850,RivalTech,smartphone,918.99,Smartphone with long-lasting battery.,17,3.2
TV1543,SmartView TV v8778,UltraVision,smart_tv,2875.15,50 inch smart TV with 4K resolution.,138,4.5
SP1544,SmartPhone X v9841,NextCom,smartphone,742.48,Smartphone with vivid display.,135,3.9
TV1545,Ultra TV v34234,ViewTech,smart_tv,1357.38,50 inch smart TV with 4K resolution.,95,4.2
SPK1546,ClearSound v25405,BeatBox,speaker,324.96,Speaker delivering deep bass.,115,4.0
TV1547,Vivid TV v61802,ViewTech,smart_tv,2480.16,75 inch smart TV with smart connectivity.,131,4.5
SPK1548,BoomBox v30831,BassLine,speaker,324.22,Speaker delivering deep bass.,13,4.0
SPK1549,BoomBox v29523,BeatBox,speaker,446.25,Speaker delivering compact design.,114,4.5
SP1550,Maxi Phone v1757,NextCom,smartphone,426.69,Smartphone with vivid display.,48,4.2
SPK1551,Audio Pro v36384,SoundCo,speaker,160.67,Speaker delivering wireless connectivity.,122,3.2
LP1552,Ultra Thin v13337,EconCo,laptop,1724.01,15.6 inch laptop featuring lightweight design.,156,0.0
TV1553,SmartView TV v44286,Spectra,smart_tv,325.66,75 inch smart TV with sleek design.,77,0.0
SP1554,SmartPhone X v18660,RivalTech,smartphone,1187.34,Smartphone with vivid display.,66,3.6
LP1555,Econo Note v32615,EconCo,laptop,1150.89,13.3 inch laptop featuring lightweight design.,155,3.2
TV1556,Vivid TV v95056,Spectra,smart_tv,1401.6,55 inch smart TV with smart connectivity.,193,0.0
SP1557,Fusion Phone v40514,NextCom,smartphone,322.24,Smartphone with advanced camera system.,42,4.7
SP1558,Fusion Phone v14188,Futura,smartphone,616.77,Smartphone with long-lasting battery.,151,4.2
SPK1559,ClearSound v86899,SoundCo,speaker,129.11,Speaker delivering compact design.,85,3.8
LP1560,Ultra Thin v56739,EconCo,laptop,819.2,15.6 inch laptop featuring lightweight design.,101,4.0
LP1561,Ultra Thin v32167,EconCo,laptop,1490.63,17 inch laptop featuring lightweight design.,13,3.8
SP1562,Maxi Phone v29208,RivalTech,smartphone,868.32,Smartphone with vivid display.,95,0.0
LP1563,Performance Pro v77299,NextGen,laptop,973.3,15.6 inch laptop featuring high performance graphics.,93,0.0
SP1564,Fusion Phone v42615,Futura,smartphone,232.84,Smartphone with advanced camera system.,53,4.1
LP1565,Ultra Thin v35812,TechCo,laptop,1811.49,15.6 inch laptop featuring high performance graphics.,11,3.5
TV1566,Cinema TV v1219,Spectra,smart_tv,1292.04,55 inch smart TV with 4K resolution.,18,4.5
TV1567,Vivid TV v65030,Spectra,smart_tv,2071.78,65 inch smart TV with smart connectivity.,14,3.5
TV1568,Vivid TV v77496,UltraVision,smart_tv,1637.13,55 inch smart TV with smart connectivity.,23,0.0
LP1569,Econo Note v25038,TechCo,laptop,1964.53,17 inch laptop featuring high performance graphics.,67,4.2
LP1570,Performance Pro v33987,EconCo,laptop,555.69,14 inch laptop featuring high performance graphics.,89,3.8
SP1571,SmartPhone Y v38301,NextCom,smartphone,933.55,Smartphone with vivid display.,82,3.8
TV1572,Cinema TV v833,ViewTech,smart_tv,1555.65,55 inch smart TV with smart connectivity.,121,5.0
SP1573,SmartPhone Y v91153,Futura,smartphone,927.65,Smartphone with long-lasting battery.,167,4.2
SPK1574,BoomBox v38317,AudioMax,speaker,227.77,Speaker delivering wireless connectivity.,190,4.0
TV1575,Ultra TV v74128,ViewTech,smart_tv,2945.68,65 inch smart TV with HDR support.,104,5.0
TV1576,SmartView TV v44480,Spectra,smart_tv,1196.15,75 inch smart TV with HDR support.,91,4.5
LP1577,Pro Book v95703,TechCo,laptop,1662.51,13.3 inch laptop featuring high performance graphics.,79,0.0
TV1578,Infinity TV v91867,CinemaCo,smart_tv,1698.73,55 inch smart TV with sleek design.,174,0.0
SPK1579,Audio Pro v79942,BeatBox,speaker,252.47,Speaker delivering compact design.,40,0.0
TV1580,Infinity TV v36280,Spectra,smart_tv,2482.62,75 inch smart TV with sleek design.,79,0.0
SPK1581,BoomBox v97998,AudioMax,speaker,379.1,Speaker delivering crystal clear sound.,175,0.0
SPK1582,Audio Pro v837,SoundCo,speaker,323.69,Speaker delivering compact design.,88,4.0
SP1583,SmartPhone X v6870,Futura,smartphone,629.98,Smartphone with long-lasting battery.,145,3.5
TV1584,Infinity TV v91709,UltraVision,smart_tv,1391.84,65 inch smart TV with HDR support.,101,4.0
SP1585,SmartPhone X v25395,RivalTech,smartphone,697.04,Smartphone with 5G connectivity.,112,4.5
SPK1586,BoomBox v87374,BassLine,speaker,288.87,Speaker delivering deep bass.,6,3.9
SP1587,SmartPhone X v86416,NextCom,smartphone,1137.35,Smartphone with vivid display.,104,4.0
TV1588,Cinema TV v99628,Spectra,smart_tv,553.03,65 inch smart TV with sleek design.,141,4.8
LP1589,Econo Note v63417,UltraComp,laptop,481.33,13.3 inch laptop featuring lightweight design.,57,3.9
LP1590,Econo Note v36704,NextGen,laptop,722.5,17 inch laptop featuring latest processor.,71,0.0
LP1591,Econo Note v53980,TechCo,laptop,997.85,13.3 inch laptop featuring long battery life.,115,0.0
SPK1592,SoundWave v42772,AudioMax,speaker,66.27,Speaker delivering compact design.,2,4.0
TV1593,Ultra TV v49583,UltraVision,smart_tv,1689.27,65 inch smart TV with 4K resolution.,196,4.0
LP1594,Econo Note v83523,TechCo,laptop,1637.59,13.3 inch laptop featuring latest processor.,44,3.6
LP1595,Pro Book v59346,EconCo,laptop,754.22,15.6 inch laptop featuring lightweight design.,154,4.5
SP1596,Fusion Phone v64901,NextCom,smartphone,870.75,Smartphone with advanced camera system.,100,3.8
TV1597,Vivid TV v43301,CinemaCo,smart_tv,2789.32,75 inch smart TV with smart connectivity.,24,4.5
SPK1598,SoundWave v81673,BassLine,speaker,403.64,Speaker delivering deep bass.,186,4.0
TV1599,Ultra TV v78015,UltraVision,smart_tv,2506.88,55 inch smart TV with smart connectivity.,38,4.1
SPK1600,Bass Boost v79919,BassLine,speaker,183.63,Speaker delivering deep bass.,92,3.5
SPK1601,SoundWave v3817,AudioMax,speaker,367.94,Speaker delivering compact design.,12,3.2
LP1602,Business Mate v36823,NextGen,laptop,450.53,13.3 inch laptop featuring long battery life.,199,4.0
SP1603,Mobile Z v59152,RivalTech,smartphone,853.35,Smartphone with advanced camera system.,163,4.5
TV1604,Infinity TV v28779,UltraVision,smart_tv,2489.74,65 inch smart TV with 4K resolution.,94,3.5
SP1605,Mobile Z v44021,NextCom,smartphone,605.65,Smartphone with vivid display.,150,0.0
SPK1606,ClearSound v35593,BeatBox,speaker,198.0,Speaker delivering crystal clear sound.,34,4.5
TV1607,Cinema TV v90915,ViewTech,smart_tv,1717.06,75 inch smart TV with 4K resolution.,187,4.2
SPK1608,ClearSound v25361,BeatBox,speaker,184.11,Speaker delivering crystal clear sound.,9,4.0
SP1609,Maxi Phone v56862,RivalTech,smartphone,1046.34,Smartphone with 5G connectivity.,29,3.5
LP1610,Business Mate v37962,UltraComp,laptop,686.23,14 inch laptop featuring high performance graphics.,118,4.5
TV1611,Infinity TV v32988,CinemaCo,smart_tv,2897.4,50 inch smart TV with 4K resolution.,70,4.2
LP1612,Econo Note v41855,TechCo,laptop,1938.02,13.3 inch laptop featuring long battery life.,190,3.5
TV1613,Ultra TV v65437,CinemaCo,smart_tv,2579.03,50 inch smart TV with sleek design.,39,4.2
LP1614,Pro Book v74729,UltraComp,laptop,648.7,14 inch laptop featuring long battery life.,183,4.2
TV1615,SmartView TV v26833,ViewTech,smart_tv,1737.58,55 inch smart TV with HDR support.,47,0.0
SP1616,SmartPhone Y v84872,TechCo,smartphone,1125.91,Smartphone with advanced camera system.,52,4.2
SP1617,SmartPhone Y v68005,RivalTech,smartphone,455.58,Smartphone with 5G connectivity.,66,4.3
SP1618,SmartPhone X v99618,RivalTech,smartphone,895.05,Smartphone with advanced camera system.,26,4.0
SP1619,SmartPhone X v91365,Futura,smartphone,257.62,Smartphone with 5G connectivity.,174,4.0
LP1620,Performance Pro v95880,EconCo,laptop,323.99,15.6 inch laptop featuring high performance graphics.,45,0.0
LP1621,Business Mate v63162,NextGen,laptop,987.82,17 inch laptop featuring long battery life.,21,0.0
SPK1622,SoundWave v9620,BassLine,speaker,245.38,Speaker delivering wireless connectivity.,197,3.5
LP1623,Performance Pro v71306,TechCo,laptop,1265.18,15.6 inch laptop featuring long battery life.,22,4.3
SP1624,SmartPhone X v36997,RivalTech,smartphone,855.05,Smartphone with advanced camera system.,101,4.8
TV1625,Cinema TV v20411,UltraVision,smart_tv,1785.43,75 inch smart TV with sleek design.,193,5.0
SP1626,SmartPhone X v12141,Futura,smartphone,676.4,Smartphone with vivid display.,40,4.2
SP1627,Mobile Z v25710,TechCo,smartphone,850.41,Smartphone with vivid display.,85,3.5
LP1628,Performance Pro v21876,NextGen,laptop,493.93,14 inch laptop featuring high performance graphics.,21,3.5
SP1629,SmartPhone X v89037,RivalTech,smartphone,1168.47,Smartphone with 5G connectivity.,25,4.5
SPK1630,Bass Boost v72638,BassLine,speaker,396.93,Speaker delivering deep bass.,120,4.1
TV1631,Infinity TV v42582,CinemaCo,smart_tv,1203.86,75 inch smart TV with sleek design.,47,3.2
SPK1632,SoundWave v44110,BeatBox,speaker,219.71,Speaker delivering crystal clear sound.,155,3.5
LP1633,Business Mate v38981,UltraComp,laptop,1453.63,15.6 inch laptop featuring long battery life.,133,3.5
TV1634,Cinema TV v83496,CinemaCo,smart_tv,1165.08,75 inch smart TV with 4K resolution.,88,3.8
TV1635,SmartView TV v34468,ViewTech,smart_tv,594.56,50 inch smart TV with 4K resolution.,154,3.5
LP1636,Econo Note v26862,NextGen,laptop,1232.21,17 inch laptop featuring long battery life.,47,0.0
SPK1637,SoundWave v22288,SoundCo,speaker,419.04,Speaker delivering crystal clear sound.,94,4.1
TV1638,Ultra TV v35723,CinemaCo,smart_tv,1285.1,75 inch smart TV with HDR support.,178,0.0
TV1639,Vivid TV v43270,UltraVision,smart_tv,313.16,75 inch smart TV with smart connectivity.,71,3.4
SP1640,Fusion Phone v25442,Futura,smartphone,802.97,Smartphone with long-lasting battery.,19,4.2
TV1641,Ultra TV v52348,CinemaCo,smart_tv,1866.03,40 inch smart TV with sleek design.,100,5.0
LP1642,Performance Pro v69501,EconCo,laptop,859.53,13.3 inch laptop featuring latest processor.,139,4.0
SP1643,Mobile Z v32916,RivalTech,smartphone,218.45,Smartphone with 5G connectivity.,17,3.8
SP1644,Fusion Phone v82150,TechCo,smartphone,763.79,Smartphone with vivid display.,142,4.0
SPK1645,Bass Boost v14579,BassLine,speaker,342.08,Speaker delivering compact design.,106,0.0
LP1646,Econo Note v71674,NextGen,laptop,1913.63,17 inch laptop featuring long battery life.,173,3.8
SP1647,SmartPhone Y v43310,TechCo,smartphone,943.08,Smartphone with 5G connectivity.,26,4.5
SPK1648,SoundWave v26424,SoundCo,speaker,496.77,Speaker delivering deep bass.,149,4.0
LP1649,Ultra Thin v22528,NextGen,laptop,780.46,14 inch laptop featuring high performance graphics.,40,4.2
LP1650,Pro Book v88409,EconCo,laptop,1853.39,15.6 inch laptop featuring latest processor.,33,5.0
LP1651,Performance Pro v23634,UltraComp,laptop,947.13,13.3 inch laptop featuring high performance graphics.,69,5.0
SPK1652,BoomBox v92562,AudioMax,speaker,329.11,Speaker delivering compact design.,139,4.5
TV1653,Cinema TV v53505,Spectra,smart_tv,909.21,40 inch smart TV with HDR support.,27,4.5
LP1654,Pro Book v45170,UltraComp,laptop,888.61,13.3 inch laptop featuring long battery life.,42,4.5
SP1655,SmartPhone Y v78085,Futura,smartphone,489.16,Smartphone with long-lasting battery.,104,4.0
SPK1656,BoomBox v87277,BeatBox,speaker,115.49,Speaker delivering wireless connectivity.,78,4.0
TV1657,Cinema TV v25928,ViewTech,smart_tv,2578.48,40 inch smart TV with 4K resolution.,143,3.9
SP1658,Maxi Phone v39496,RivalTech,smartphone,460.65,Smartphone with advanced camera system.,16,4.3
SPK1659,BoomBox v40838,AudioMax,speaker,382.75,Speaker delivering deep bass.,114,3.2
TV1660,Ultra TV v68239,CinemaCo,smart_tv,1765.2,55 inch smart TV with smart connectivity.,4,3.9
TV1661,Cinema TV v65352,UltraVision,smart_tv,1732.21,65 inch smart TV with sleek design.,53,4.2
SPK1662,BoomBox v11296,SoundCo,speaker,67.52,Speaker delivering compact design.,41,0.0
SP1663,Maxi Phone v52883,Futura,smartphone,451.12,Smartphone with 5G connectivity.,146,4.2
SP1664,SmartPhone X v99469,Futura,smartphone,841.07,Smartphone with advanced camera system.,186,3.8
SPK1665,ClearSound v99209,AudioMax,speaker,403.68,Speaker delivering deep bass.,173,4.4
SP1666,SmartPhone Y v23256,RivalTech,smartphone,1189.69,Smartphone with vivid display.,104,4.0
SPK1667,Audio Pro v39036,BeatBox,speaker,177.97,Speaker delivering deep bass.,168,4.5
SPK1668,ClearSound v84892,AudioMax,speaker,94.77,Speaker delivering wireless connectivity.,170,3.8
SP1669,SmartPhone Y v41502,Futura,smartphone,290.15,Smartphone with vivid display.,126,4.5
TV1670,Vivid TV v70359,Spectra,smart_tv,2587.56,65 inch smart TV with sleek design.,24,2.5
SPK1671,Audio Pro v25574,AudioMax,speaker,412.39,Speaker delivering compact design.,137,4.1
TV1672,SmartView TV v90929,UltraVision,smart_tv,2138.49,75 inch smart TV with sleek design.,19,0.0
LP1673,Business Mate v45138,UltraComp,laptop,1507.55,15.6 inch laptop featuring long battery life.,103,3.5
SP1674,SmartPhone X v2045,RivalTech,smartphone,764.11,Smartphone with vivid display.,18,0.0
SP1675,Mobile Z v23440,Futura,smartphone,353.09,Smartphone with vivid display.,94,3.8
SPK1676,Bass Boost v46657,BassLine,speaker,370.15,Speaker delivering compact design.,103,4.0
TV1677,SmartView TV v4790,Spectra,smart_tv,341.7,75 inch smart TV with sleek design.,170,4.2
TV1678,Ultra TV v95668,UltraVision,smart_tv,1209.01,65 inch smart TV with HDR support.,39,4.0
SP1679,Maxi Phone v23072,RivalTech,smartphone,904.72,Smartphone with advanced camera system.,44,3.5
SPK1680,ClearSound v87500,AudioMax,speaker,181.58,Speaker delivering compact design.,63,0.0
SPK1681,ClearSound v38501,AudioMax,speaker,496.72,Speaker delivering crystal clear sound.,48,4.5
LP1682,Pro Book v33878,TechCo,laptop,1071.14,17 inch laptop featuring long battery life.,12,4.7
TV1683,Cinema TV v26530,Spectra,smart_tv,2660.19,50 inch smart TV with HDR support.,152,4.0
SPK1684,Bass Boost v53665,SoundCo,speaker,472.82,Speaker delivering deep bass.,167,4.5
TV1685,Infinity TV v72107,CinemaCo,smart_tv,2843.78,65 inch smart TV with 4K resolution.,173,4.5
SP1686,SmartPhone X v50414,TechCo,smartphone,1102.65,Smartphone with 5G connectivity.,173,0.0
LP1687,Performance Pro v12888,UltraComp,laptop,316.21,13.3 inch laptop featuring high performance graphics.,151,4.0
LP1688,Business Mate v8099,NextGen,laptop,1551.96,13.3 inch laptop featuring lightweight design.,188,3.5
TV1689,Infinity TV v96787,CinemaCo,smart_tv,2958.17,55 inch smart TV with 4K resolution.,86,3.9
TV1690,Cinema TV v60630,ViewTech,smart_tv,1550.17,75 inch smart TV with HDR support.,127,4.0
SPK1691,Audio Pro v57319,BeatBox,speaker,293.48,Speaker delivering wireless connectivity.,35,4.1
TV1692,Infinity TV v60921,Spectra,smart_tv,1796.59,75 inch smart TV with 4K resolution.,12,4.0
SPK1693,Bass Boost v72541,AudioMax,speaker,447.11,Speaker delivering wireless connectivity.,59,4.0
SP1694,Maxi Phone v45852,RivalTech,smartphone,296.95,Smartphone with long-lasting battery.,123,3.8
SP1695,SmartPhone X v18421,NextCom,smartphone,1073.95,Smartphone with advanced camera system.,143,3.0
LP1696,Business Mate v93815,UltraComp,laptop,965.3,14 inch laptop featuring latest processor.,183,4.0
LP1697,Business Mate v17431,UltraComp,laptop,1365.09,15.6 inch laptop featuring high performance graphics.,122,3.5
SPK1698,SoundWave v65289,SoundCo,speaker,171.17,Speaker delivering compact design.,63,5.0
LP1699,Performance Pro v72994,UltraComp,laptop,722.09,14 inch laptop featuring latest processor.,152,4.0
TV1700,Ultra TV v58426,UltraVision,smart_tv,714.36,55 inch smart TV with HDR support.,18,4.2
SPK1701,Bass Boost v97074,SoundCo,speaker,399.0,Speaker delivering wireless connectivity.,95,4.0
SP1702,Fusion Phone v65327,NextCom,smartphone,1045.88,Smartphone with long-lasting battery.,8,3.5
SPK1703,Audio Pro v38522,SoundCo,speaker,458.23,Speaker delivering wireless connectivity.,166,5.0
SP1704,SmartPhone X v29009,RivalTech,smartphone,736.63,Smartphone with long-lasting battery.,109,4.3
SP1705,Fusion Phone v28669,RivalTech,smartphone,934.93,Smartphone with 5G connectivity.,148,4.0
SP1706,SmartPhone Y v14135,TechCo,smartphone,504.17,Smartphone with long-lasting battery.,129,4.2
SP1707,Maxi Phone v90526,Futura,smartphone,547.67,Smartphone with 5G connectivity.,99,4.2
SP1708,Fusion Phone v75929,NextCom,smartphone,631.0,Smartphone with vivid display.,36,3.5
SP1709,Fusion Phone v2652,TechCo,smartphone,779.24,Smartphone with advanced camera system.,114,3.8
LP1710,Ultra Thin v40726,TechCo,laptop,1761.43,17 inch laptop featuring lightweight design.,193,3.5
TV1711,Ultra TV v8799,Spectra,smart_tv,1844.8,75 inch smart TV with HDR support.,51,0.0
SPK1712,BoomBox v13390,AudioMax,speaker,423.53,Speaker delivering compact design.,118,4.7
SP1713,Mobile Z v84633,NextCom,smartphone,421.93,Smartphone with long-lasting battery.,109,4.0
LP1714,Performance Pro v69700,UltraComp,laptop,659.78,15.6 inch laptop featuring latest processor.,97,4.5
TV1715,Infinity TV v76715,ViewTech,smart_tv,1208.94,65 inch smart TV with 4K resolution.,141,4.1
SPK1716,BoomBox v41660,SoundCo,speaker,212.77,Speaker delivering wireless connectivity.,138,4.0
LP1717,Business Mate v74323,EconCo,laptop,1550.41,13.3 inch laptop featuring lightweight design.,180,4.5
SP1718,SmartPhone X v80454,Futura,smartphone,1131.24,Smartphone with advanced camera system.,86,4.0
SP1719,SmartPhone Y v66067,NextCom,smartphone,288.12,Smartphone with 5G connectivity.,4,3.8
SP1720,Maxi Phone v38174,NextCom,smartphone,375.12,Smartphone with advanced camera system.,25,3.8
LP1721,Performance Pro v22250,EconCo,laptop,452.79,14 inch laptop featuring high performance graphics.,157,4.2
LP1722,Pro Book v84712,UltraComp,laptop,912.67,15.6 inch laptop featuring lightweight design.,61,4.0
LP1723,Pro Book v72264,EconCo,laptop,1929.52,15.6 inch laptop featuring latest processor.,30,3.0
SP1724,Mobile Z v68628,NextCom,smartphone,1159.06,Smartphone with advanced camera system.,175,3.5
TV1725,SmartView TV v98754,UltraVision,smart_tv,948.3,40 inch smart TV with 4K resolution.,125,4.5
TV1726,Ultra TV v31024,UltraVision,smart_tv,1969.49,75 inch smart TV with HDR support.,99,3.7
LP1727,Econo Note v11237,EconCo,laptop,736.87,14 inch laptop featuring high performance graphics.,68,4.8
SP1728,Mobile Z v58793,TechCo,smartphone,923.03,Smartphone with 5G connectivity.,103,3.0
TV1729,Ultra TV v41473,CinemaCo,smart_tv,771.89,65 inch smart TV with sleek design.,31,0.0
SP1730,Mobile Z v36597,TechCo,smartphone,678.56,Smartphone with advanced camera system.,22,4.8
SP1731,SmartPhone X v90438,RivalTech,smartphone,311.3,Smartphone with vivid display.,76,4.5
SPK1732,ClearSound v41108,AudioMax,speaker,459.01,Speaker delivering deep bass.,168,4.2
TV1733,Infinity TV v85830,UltraVision,smart_tv,1642.05,55 inch smart TV with sleek design.,23,3.0
TV1734,SmartView TV v27872,Spectra,smart_tv,2987.61,65 inch smart TV with HDR support.,168,4.5
SP1735,Maxi Phone v44028,TechCo,smartphone,496.39,Smartphone with vivid display.,80,4.0
SPK1736,Bass Boost v91221,BassLine,speaker,60.72,Speaker delivering crystal clear sound.,85,0.0
LP1737,Econo Note v18997,UltraComp,laptop,1449.03,14 inch laptop featuring lightweight design.,168,4.8
SP1738,Mobile Z v38421,NextCom,smartphone,289.75,Smartphone with advanced camera system.,23,3.8
TV1739,Cinema TV v29621,UltraVision,smart_tv,655.77,40 inch smart TV with smart connectivity.,161,0.0
TV1740,Vivid TV v94781,UltraVision,smart_tv,1420.06,65 inch smart TV with smart connectivity.,122,0.0
LP1741,Pro Book v54476,NextGen,laptop,1398.32,13.3 inch laptop featuring latest processor.,43,4.0
SPK1742,BoomBox v74891,BassLine,speaker,248.38,Speaker delivering deep bass.,14,4.0
TV1743,Ultra TV v5600,Spectra,smart_tv,1364.87,55 inch smart TV with 4K resolution.,180,4.0
SP1744,Fusion Phone v16236,Futura,smartphone,227.6,Smartphone with long-lasting battery.,190,4.0
SPK1745,Audio Pro v95919,AudioMax,speaker,300.16,Speaker delivering wireless connectivity.,171,4.2
TV1746,SmartView TV v46853,ViewTech,smart_tv,2370.97,65 inch smart TV with HDR support.,53,3.9
SPK1747,SoundWave v32719,BeatBox,speaker,231.49,Speaker delivering wireless connectivity.,97,4.2
SPK1748,Audio Pro v18214,SoundCo,speaker,158.35,Speaker delivering wireless connectivity.,62,4.0
TV1749,Vivid TV v61262,CinemaCo,smart_tv,2064.06,55 inch smart TV with smart connectivity.,88,3.2
LP1750,Performance Pro v89202,EconCo,laptop,922.72,14 inch laptop featuring lightweight design.,153,4.5
TV1751,Cinema TV v90939,CinemaCo,smart_tv,2278.87,40 inch smart TV with smart connectivity.,72,4.0
LP1752,Econo Note v20598,NextGen,laptop,1841.33,17 inch laptop featuring high performance graphics.,155,4.0
SPK1753,Audio Pro v98700,SoundCo,speaker,409.15,Speaker delivering wireless connectivity.,174,3.4
LP1754,Business Mate v33920,UltraComp,laptop,875.23,14 inch laptop featuring high performance graphics.,72,4.3
SPK1755,ClearSound v52136,AudioMax,speaker,132.02,Speaker delivering deep bass.,148,3.8
LP1756,Business Mate v70573,NextGen,laptop,1566.53,15.6 inch laptop featuring long battery life.,189,3.0
SPK1757,ClearSound v42820,BassLine,speaker,112.69,Speaker delivering compact design.,173,4.0
SPK1758,Bass Boost v58555,AudioMax,speaker,150.5,Speaker delivering deep bass.,35,4.0
SP1759,Maxi Phone v80387,NextCom,smartphone,224.22,Smartphone with 5G connectivity.,198,3.8
LP1760,Performance Pro v29172,UltraComp,laptop,1661.08,15.6 inch laptop featuring lightweight design.,131,4.5
SPK1761,Bass Boost v28497,SoundCo,speaker,160.98,Speaker delivering compact design.,24,4.0
LP1762,Econo Note v40762,EconCo,laptop,414.67,17 inch laptop featuring long battery life.,128,0.0
LP1763,Pro Book v40425,NextGen,laptop,1100.76,17 inch laptop featuring long battery life.,159,5.0
LP1764,Ultra Thin v58049,TechCo,laptop,1365.57,17 inch laptop featuring latest processor.,174,4.1
LP1765,Econo Note v31641,NextGen,laptop,1883.58,17 inch laptop featuring latest processor.,55,0.0
SPK1766,ClearSound v7235,BassLine,speaker,315.12,Speaker delivering compact design.,62,3.8
